21_04_27 08:27:11.796,553,O,1,2,  73,162,ERR,0d00eeca8760730001000400040001003200f8ca8760e0ff01000a000000fbca8760400a01000a000000feca8760410a01000a00000003cb8760e0ff01000b00000006cb8760400a01000b00000009cb8760410a01000b0000000ecb8760e0ff01000c00000011cb8760400a01000c00000014cb8760410a01000c00000019cb8760e0ff01000d0000001ccb8760400a01000d0000001fcb8760410a01000d000000
21_04_27 08:27:14.737,839,I,2,1, 118,2,none,30f0
21_04_27 08:27:40.340,842,I,2,1,4216,66,none,9e13fd13ff146801000000002f000600190056000000080009000900080000700400e01e5a5c0000f8ca876059041916018e1d19700ef8ca8760ae1401001400dc1e
21_04_27 08:27:40.340,843,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:28:10.323,855,I,2,1,4216,66,none,db14e0149014490037000000c4ff09001c0058000000090009000a00080000700400ec1e645c000016cb876059041b16018d1d18700e16cb8760cc1401001700fc1e
21_04_27 08:28:10.323,856,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:28:26.584,0,O,1,2,4212,4,ERR,00000000
21_04_27 08:28:28.248,863,I,2,1, 118,2,none,1242
21_04_27 08:28:40.368,867,I,2,1,4216,66,none,62142f1576146b00000000000e0007001d0000000000090009000a00090000300400e81e6e5c000034cb876059041915958c1d19700e34cb8760ea1401001800001f
21_04_27 08:28:40.368,868,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:30:10.853,897,I,2,1,4216,66,none,c010d514641460003b0000001b0000001c00000000000a000a000a000a0000200400e81e8d5c00008ecb8760590415139c9b1d19700e8ecb8760441501002e00fc1e
21_04_27 08:30:10.853,898,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:30:40.476,903,I,2,1,4216,66,none,9914c31455146000000000000a0000001d00000000000a000a000a000a0000200000e81e985c0000accb876059041513018c1d18700eaccb8760621501001a00fc1e
21_04_27 08:30:40.476,904,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:36:17.127,805,O,1,2,  77,183,ERR,030010cd87607700010004000400010014001acd8760f6f0010005008d000031203437393536552032313032324141202032313131362e363736313136383620202e3030303031373232202030303030302d30202031323335312d3320302020393939370d0a32203437393536202039372e35363430202031392e383533382030303233383032203132362e37323734203233332e363134332031352e30353433373934352020353035371ecd8760600a010005000000
