21_04_26 08:25:04.065,31,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:27:04.191,55,I,2,1,4216,66,none,df11e60f05153d01450103005600a2001b0000000000050005000500050000300800d81ef95f00003c79866058040d0b01961d196d0e3c798660581f01001900f81e
21_04_26 08:27:04.191,56,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:28:34.274,81,I,2,1,4216,66,none,65124a13de147500bd0100004200ac00190000000000060006000600060000300800dc1e176000009679866058040e0c01961d196d0e97798660b21f01001900f81e
21_04_26 08:28:34.274,82,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:29:04.296,96,I,2,1,4216,66,none,4e11ad1006145200f10003015000a500190000000000060006000600060000300800dc1e22600000b479866058040f0da1961d196d0eb5798660d01f01001900f81e
21_04_26 08:29:04.296,97,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:29:34.328,99,I,2,1,4216,66,none,6712ad107614a2004e0200007c00a900190000000000060007000700060000300800e01e2c600000d279866058040f0d01951d196d0ed3798660ee1f01001900fc1e
21_04_26 08:29:34.328,100,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:30:04.361,110,I,2,1,4216,66,none,161343143a142b014a0100006900a5001a0000000000070007000700070000300800e01e36600000f07986605804110e01961d196d0ef17986600c2001001900fc1e
21_04_26 08:30:04.361,111,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:30:34.386,119,I,2,1,4216,66,none,1b141415e0130c0100000000cbffa6001a0000000000070008000800070000300800e41e406000000e7a86605804110f01971d196d0e0f7a86602a2001001900f81e
21_04_26 08:30:34.386,120,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:31:25.729,150,I,2,1,4216,66,none,1014e21455143c0100000000e0ffa600190000000000070008000800070000300800e41e4a6000002c7a866058042011019624226d0e2d7a8660482001001900fc1e
21_04_26 08:31:25.729,151,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:31:35.560,163,I,2,1,4216,66,none,0b12f110c10f1e02e8011b03a000a700e20100000000070008000800070000300800b01e546000004a7a866058041c12a0971d196d0e4b7a866066200100d701c01e
21_04_26 08:31:35.560,164,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:32:04.479,178,I,2,1,4216,66,none,1b144113f814f200020100003c00a7001c0000000000080009000900080000300800e01e5e600000687a866058041a1401971e196d0e697a8660842001001900fc1e
21_04_26 08:32:04.479,179,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:32:44.267,0,O,1,2,4215,0,ERR,none
21_04_26 08:32:51.258,181,O,1,2,4215,0,ERR,none
21_04_26 08:33:21.882,183,O,1,2,4215,0,ERR,none
21_04_26 08:33:34.890,185,O,1,2,4215,0,ERR,none
21_04_26 08:33:47.691,187,O,1,2,4215,0,ERR,none
21_04_26 08:33:50.874,189,O,1,2,4215,0,ERR,none
21_04_26 08:33:53.659,191,O,1,2,4215,0,ERR,none
21_04_26 08:34:34.642,210,I,2,1,4216,66,none,73111411d414a4001c0200006800a80017000000000009000a000a00090000300800e01e90600000fe7a86605804131101941d196d0eff7a86601a2101001900fc1e
21_04_26 08:34:34.642,211,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:35:37.451,193,O,1,2,4215,0,ERR,none
21_04_26 08:35:41.083,237,O,1,2,4215,0,ERR,none
21_04_26 08:35:43.146,239,O,1,2,4215,0,ERR,none
21_04_26 08:35:46.203,241,O,1,2,4215,0,ERR,none
